Unnamed: 0,Website ,Product type,Product Link ,Product Img ,Product Name,Price,volume,price_log,price_scaled,cluster_k2,cluster_k3,cluster_k4,cluster_k5,final_cluster
,Sephora,Concealer,https://www.sephora.me/sa-en/p/super-bb-concealer/P10056834,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dwa2952cb3/images/hi-res/SKU/SKU_5006/716998_swatch.jpg,ERBORIAN Super BB Concealer,159.0,,5.075173815233827,0.9429792372337158,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/double-wear-stay-in-place-flawless-wear-concealer/P696028,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw25faf724/images/hi-res/SKU/SKU_4/311069_swatch.jpg,ESTÉE LAUDER Double Wear - Stay-In-Place Flawless Wear Concealer,160.0,,5.081404364984463,0.9518837222543057,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/double-wear-stay-in-place-concealer/P1000206894,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dwe6cc4f4d/images/hi-res/PID_principal/PID_principal_4859/P1000206894_principal.jpg,ESTÉE LAUDER Double Wear Stay in Place Concealer,160.0,,5.081404364984463,0.9518837222543057,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/futurist-soft-touch-brightening-skincealer/P10054684,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dwe6fecc7b/images/hi-res/SKU/SKU_5041/710759_swatch.jpg,ESTÉE LAUDER Futurist Soft Touch Brightening Skincealer,155.0,,5.049856007249537,0.9067959065529447,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/match-stix-correcting-skinstick/P10033967,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dwdd3e0446/images/hi-res/SKU/SKU_3692/651562_swatch.jpg,FENTY BEAUTY MATCH STIX CORRECTING SKINSTICK,170.0,,5.14166355650266,1.0380040631073464,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/matte-contour-skinstick/P3079032,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw930fbb69/images/hi-res/SKU/SKU_5/398388_swatch.jpg?sw=640&sh=640&sm=fit&q=85,FENTY BEAUTY Matte Contour Skinstick,170.0,,5.14166355650266,1.0380040631073464,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/we're-even-concealer/P10056222,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw43b44e4d/images/hi-res/SKU/SKU_4903/693292_swatch.jpg?sw=640&sh=640&sm=fit&q=85,FENTY BEAUTY We're Even Concealer,160.0,,5.081404364984463,0.9518837222543057,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/mister-instant-corrective-pen/P3594005,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw8576f3bc/images/hi-res/SKU/SKU_1/499227_swatch.jpg,GIVENCHY Mister Instant Corrective Pen,179.0,,5.19295685089021,1.111310655592863,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/prisme-libre-concealer/P10047688,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw75cb5ca7/images/hi-res/SKU/SKU_3999/657343_swatch.jpg,GIVENCHY Prisme Libre Concealer,214.0,,5.3706380281276624,1.3652464147913244,0,1,2,1,1
,Sephora,Concealer,https://www.sephora.me/sa-en/p/prisme-libre-corrector/P10047689,https://img-product.sephora.me/dw/image/v2/BKWK_PRD/on/demandware.static/-/Sites-masterCatalog_Sephora/default/dw9499e905/images/hi-res/SKU/SKU_3799/657367_swatch.jpg,GIVENCHY Prisme Libre Corrector,214.0,,5.3706380281276624,1.3652464147913244,0,1,2,1,1
